clean_text,sentimen
kan cuma sekadar menyatakan dukungan bukan mengatakan menyegerakan pembahasan pengesahan ruu perampasan aset secepat kilat ruu tni,1
benar perihal isu palestina ruu tni speak up band nya sendiri sayang agensinya gak suka sama vokal makanya out lebih disayangkan member diem² bae pas jae masalah malah renew kontrak mungkin sekadar teman kerja,0
kalau mendukung ruu perampasan aset semua orang melakukannya kalau menyegerakan sesegerasegeranya pembahasan pengesahan ruu tni apa prabowo mau pertanyaan besarnya rasarasanya jawabannya,0
mah instansi anggaran gede plus ruu tni disahkan gmn klo rakyatnya maling semua wkwkwkwk,0
ela cuma omon omon doang ruu tni pakai ngomong ngomong tanda tangan ngomong meledak ledaktspi nunggu nunggu cuma omon omon jokowi jokowi,0
soalnya argumen lu logis nyatanya kemiskinan lantas kemalasan semata kemiskinan negara becus mengurus warga jalannya roda perekonomian lu akui berapa banyak peluang terbukanya lapangan pekerjaan ruu tni melanda banyak,0
yeee investornya kemarin lu tolak ditambah ruu tni bukannya malah bikin iklim investasi aman malah kacau begini investor makin segen,0
jangan ginian ruu tni beliau spikup,0
dukung sih dukung ttp kritikisu indonesia gelap pernah ditangkap ruu tni danantara koalisi kabinet gemuk hellooo pks mana sifat kritis nya,0
kalau ruu tni disahkan idol² gada mau konser negara dipimpin militer kaya myanmar bayangin lu nonton konser terus lu dor engga pacasilais eh jhope konser diindo lol terlalu mendramatirisfomo si,0
makanya lu lu semua percepat dah tuh bahas ruu perampasan aset secepat kalian ngebahas ruu tni,0
lebih tepatnya perbaikan citra tni kejadian ruu tni,1
ruu tetap mengedepankan supremasi sipil peran tni jabatan sipil diatur diawasi ketat bukan dibayangkan pihak menolak membaca keseluruhan isi revisi uu,1
om yaa semenjak demo terakhir ramai ruu tni terlihat tweetnya,1
ky nya dgn adanya ruu tni takut cravity bs dateng indo aduh takut dikit takut vanget anjing,0
kalo jae mungkin dibelain urusan peringatan darurat amp issue ruu tni support fansnya he he he,0
sipil udah suka tni mulai ruu tni disahkan tambah suka segala mau bikin program program mutu kaya gini kira kira se suka apa jadinya sipil sama tni kalo disahkan emang benar benar mau bikin indonesia ancur siapapun orang tni bikin nih,0
biasa bang omon omon kalau mau cepat ruu tni,0
udah ruu tni lanjutkan emang kudu dibina kalau guru bina terisolir dg baik emang kudu dipisah berkali sekllaha bikin panitia perundungan jjga kewalahan,0
peraturan mudah diubah ruu tni lu bikin kabur lemahnya aparatur dn penegakan hukum korupsi ormas bgst hash,0
diskusi serius ngomongin ruu tni kak,1
pacar tengil bapak tengil bayangin posisi debat memanas karna aku menolak keras suharto jadi pahlawan nasional menuntut dicabut uu tni menolak pengesahan ruu polri ruu kuhap ruu penyiaran malah jawabane kek gitu smh,0
maret lalu akun lama ku kena krna ngespam ruu tni smpe skrg balik,0
ruu tetap mengedepankan supremasi sipil peran tni jabatan sipil diatur diawasi ketat bukan dibayangkan pihak menolak membaca keseluruhan isi revisi uu,1
emang berani sama aset prabowo tau sendiri cmn kdm mampu mengalihkan isu terkini ruu tni gejolak politik,1
ruu tni kini ruu polri mengancam kebebasan masyarakat,1
susah sih kalo negara terjebak sama fasisme warisan jepang militer dianggap solusi terbaik semua masalah padahal akar masalahnya didunia pendidikan berdekatan sama ruu tni jatohnya terkesan kaya kebijakan titipan sih wkwkwk,0
bacot jadijadi bikin ruu nya beda banget sama ruu tni,0
ruu kuhap jangan kecolongan dah jangan kayak ruu tni kemarin,0
salah satu pelancar ruu tni,1
kalian sekarang jadi ketakutan kalau bersih takut prioritas utama pemerintah dpr ruu perampasan aset tolak ruu kejaksaan ruu polri wajib cabut uu tni,0
instruksi presiden jelas sahkan ruu perampasan aset kalau kalian bersih perlu takut boss justru berpotensi memicu abuse of power ruu tni kejaksaan amp ruu kuhap bukan ruu perampasan aset lucu giliran bahas rampas harta koruptor dpr,0
prabowo janji dukung pembahasan ruu perampasan aset kalau bahas ruu tni dikebut gak bulan ruu perampasan aset mestinya jangan mau kalah dong bulan ayo eksekutif legislatif semangat biar gak cuma omonomon,0
tinggal kader partainya didpr ditekan buat percepat pengesahannya ruu tni disulap tiba sah kok perampasan aset kapan taun,0
besok udah lupa orang suka ngomong meledak ledak tua usia susah dipegang besok dah lupa topik lagilupa lupa kalo ruu tni nda pernah ngomong tt,0
kemarin pas unjuk rasa ruu tni segala tim medis diladenin ngeri aduhoi ni aparat,0
kl waktu sebulan gak jadi omon omon kesekian kalinya ruu tni bs ngebut jadinnya,1
ruu tni ikhtiar wujudkan pertahanan negara lebih kuat relevan dinamika global,1
punya kuasa koaliasi narasi msh pake kata mendukung ambil sikap sbg penguasa memutuskan apapun knp uu tni bs ruu perampasan aset mandeg pembual mulai kelimpungan,0
jangan termakan narasi adu domba digital ruu tni langkah strategis perkuat nkri era modern,1
ruu tni bukanlah ancaman harapan akab hadirnya harapan pertahanan negara lebih modern responsif profesional,1
giliran demonstran ato konten ttg ruu tni kemaren galaknya kebangetan giliran ama preman pasar,0
penting realisasinya sih bangjgn skedar dukang dukungjustru cpt kelar malah ruu tniantrinya perasaan duluan perampasan aset,0
ruu tni bertujuan meningkatkan profesionalisme tni menjaga keutuhan kedaulatan negara republik indonesia uutni dukung ruu tni tni semakin kuat,1
ruu tni bertujuan meningkatkan profesionalisme tni menjaga keutuhan kedaulatan negara republik indonesia uutni dukung ruu tni tni semakin kuat,1
tau kondisi sekarang udah aman buat cari duit jelek dri danantara ruu tni coretax mbg udah priced in trump tariff udah priced in valuasi saham beberapa murah usd index melemah jadinya ruang buat idr menguat saham mid small cap udah,1
ruu tetap mengedepankan supremasi sipil peran tni jabatan sipil diatur diawasi ketat bukan dibayangkan pihak menolak membaca keseluruhan isi revisi uu,1
iki meh koyok pas rakyat demo ruu tni lha sing wong pemerentah malah asik ngerayakno ultah puwancene asu,0
minggu depan udah jadi ruunya masa kalah sama ruu tni,0
keinget dede nabil pas aksi menolak ruu tni,1
beliau mah jangankan menyakangkut bandnya menyangkut demo ruu tni ikut bersuara,1
ruu tni membawa perubahan signifikan pertahanan nasional semoga semakin memperkuat profesionalisme tni,1
beneran taaa syutingnya pas kmrn demo ruu tni malang ituu aku malah baru taunya gedung sby kirain aussie soalnya indo bilang abis aussie buat syuting apa aku salah denger,0
prabowo mengaku mendukung ruu perampasan aset koruptor pernah memerintahkan partainya sendiri anggota koalisinya mengesahkan ruu tersebut kebut sukses uu tni,1
sekedar mendukung ruu tni kemarin,1
lembek thd tawaran jabatan menhan kalah pilpres lembek thd desakan gibran jd wakilnya lembek thd geng preman lembek thd tuntutan kolega utk meloloskan ruu tni lembek thd tekanan asing lembek thd tekanan dinasti solo pidatonya keras amp menggelegar,0
kalo emang dukung kali kerjainnya dikebut kayak ruu tni tuh,0
menolak ruu kejaksaan polri kuhap menuntut pencabutan uu tni bentuk penegakkan supremasi sipil wujud mencintai bangsa sahkanuuperampasanasetkoruptor,1
apa didapatkan masyarakat sipil hak hak nya dikebiri undang² menindas kebutuhannya cabut uu tni tolak ruu kuhap kejaksaan polri,0
purna yah sipil manuver purna justru mencoreng muka mrk sendiri pdhl kmarenan isu tolak ruu tni krna dianggep mau menghidupkan dwi fungsi abri lah purna malah kepengen terjun politik praktis semrawut benar pola pikirnya macem nalar,0
mcm ngesahin ruu tni udah persis sama anjir,0
kondisi dimaksud kan ekonominya sih bkn huru hara soal ruu tni daya beli masyarakat kan emg turun,1
dpr tolol giliran sesuai sama arah kantong baru bilang gini ruu tni kemarin otaknya,0
skema amp prosesnya jadi contoh proses pengesahan ruu tni paling menyakitkan penamaan cipta kerja justru jd salah satu pemicu phk massal,0
nanya kamu pikir dukung ruu tni kemarin rangka apa rangka membela oposisi gitu,0
secepat ruu tni gak bahasnya,0
ni abis ruu tni bubble twitter pecah kayanya banyak banget bala balanya,1
harusnya dikebut ruu tni dpr ri mayoritas pendukung pemerintah,1
kesimpulannya mahasiswa perlu capek demo mengajukan gugatan mahkamah konsitusi terkait ruu tni semua sia pemerintah mau membicarakan otoriter sekali,0
pemerintah tolollll bukannya bikin undangundang bwt memperketat prosedur pembelian air keras malah ruu tni disahin blok goblokk,0
berisik pak coba lakuin diam diam ruu kayak uu tni cari sensasi bae padahal bohong,0
contoh harta hasil berbisnis ilegal aparat tnipolri dirampas masuk lingkup ruu perampasan aset bang pak negara punya dana besar berhasil dirampas negara digunakan mengentaskan orang miskin,0
astaghfirullah kelakuan parcok sama parjo pantesan kapal asing bebas leluasa perairan indonesiayang jadi alasannya mau ruu tni disahkan,0
ruu perampasan aset mulai dikebut pas ruu tni kemarin selama orasi omon belaka,0
ngomong dukung mah gampang realitanya kelarin cepet donk kayak ngelarin ruu tni,0
ditengah isu ruu tni jujur tindakan kaya gini cukup efektif ortu kemungkinan besar dh pasrah capek sama kelakuan anknya kgk diarahin gw lupa negara mana kaya gini pernah dilakuin ngirim anak nakal militer buat dididik,0
menyatakan tanda tangan secepat ruu tni kemaren giliran tni cepet sembunyisembunyi pake menyatakan,1
makanya ane gak ikutan debat ruu tni percuma diatas pernah berusaha mengatasi mosi tak percaya rakyat,0
bangun oi sore udah ngigau realisasinya mana kebut malah ruu tni kagak berfaedah sama sekali buat masyarakat,0
pas ngene muncul pas wingi demo ruu tni nang endi opo semaput,1
sendirinya lolosin ruu tni,1
ah dpr tai pura lupa siapa lolosin ruu tni,1
omon klo jd uu prosesnya kyk ruu tni baru dah tuh bukan omon,0
pendapat tokoh ruu tni,1
aku sudi kalo anggota dprnya orang sama ikut menyetujui ruu tni,1
apa ruu tni,0
ruu tni pendapat pakar,1
real kecanduan pidato omon omon ala prabowo mendukung ruu perampasan aset sisi gak masuk proleknas ruu tni buat buna teddy sulap seminggu jadi bukan ajang kampanye buat nyuri simpati rakyat km presiden emg feni puuu,0
ahhayy gugatan ruu tni tak digubris cabutuutni anggap angin lalu prabowo vasektomi riize libur kitasemuapekerja,1
pendapat tokoh ruu tni,1
memprotes ruu tni banyak jenderal nganggur diperluas tempat kerjanya kan padahal solusinya tekan angka penerimaan perwira vasektomi menekan angka kelahiran anak jadi korban kemiskinan struktural,0
kalo perlu dikaji ulang jangan dulu disahkan dong masuk prolegnas hadeuh awas tau ruu kejaksaan disahkan hotel mirip uu tni,1
dukungan element masyarakat ruu tni,1
gw paham soal menolak ruu tni intervensi ruang sipil justru tni tugasnya menjadi alat pertahanan keamanan negara termasuk obvitnas malah ditentang,1
pendapat tokoh ruu tni,1
dulu menolak ruu tni bringas nyumpahnyumpahin voter takut sipil diganggu gugat sekarang pro kebijakan pemaksaan sterillisasi berpotensi pelanggaran ham amanat uud munafik fasis idiot,0
prabowo bs nemuin buruh bs nemuin mahasiswa demo ruu tni jancok,1
dulu mas coba search dlu klo gasalah jaman ignasius jonan cuma skarang pda mempertanyakan mungkin krna sedang ramai ruu tni,0
bukan pernah sedang to the point samping ruu minim partisipasi purn tni santai berpikir ngusulin pemakzulan wapres amp uud amandemen,1
tni garda terdepan harapan rakyat ruu tni baru hadir bentuk adaptasi penguatan ruutni belanegara tniuntukrakyat,1
perubahan zaman diiringi regulasi relevan ruu tni jadi fondasi hukum menghadapi era kompleks ruutni uubarutni kesiapannasional,1
ruu tni mendapat sambutan positif rakyat bukan sekadar regulasi perisai bangsa ancaman multidimensi ruutni tnihebat kitadukungtni,1
presiden menyampaikan tni kuat relevan ruu tni jadi bukti nyata komitmen negara menjaga pertahanan ruutni indonesiatangguh nkrihargamati,1
ruu tni lahir kebutuhan zaman ancaman fisik siber informasi geopolitik ruutni pertahanannasional tniadaptif,1
tokoh agama hingga pemuda dukungan ruu tni terus mengalir kekuatan rakyat tni berjalan beriringan ruutni tniprofesional soliduntuknegara,1
masyarakat punya pandangan positif tni disiplin sigap setia negara ruu tni penting memperkuat citra hukum ruutni banggatni belanegara,1
filsuf sekaligus direktur pascasarjana sekolah tinggi filsafat driyarkara karlina supelli menyayangkan penyusun pengambil keputusan ruu tni dianggap memiliki cara pandang keliru membuat aturan dasar menyangkut militer karlina logical fallacy sesat,1
bete banget malah ruu tni gaada urgensinya samsek disahkan ni draft uu nankring tahun lebih kunjung disahkan,0
kalo dipertimbangkan ruu tni banyak kontranya dgn pertimbangan kuat disahkan gimana kalo argumennya ecek,0
ruu tni rkuhap omnibus law segala macem you name it sadar gasih lu kalo semua pake alibi sama buat apa penuhi hak org dikasih pilihan gamau goblok namanya hak diatur uu dikasih,0
trus buat apa tolak ruu tni kemarin,1
menikmati ruu tni nungguin sahkan uu polisi,1
pemerintahnya korupsi bro pemerintahnya ngubah peraturan seenak jidat bro mk ruu tni pemerintah nyuruh rakyatnya nanem cabe sendiri bro pemerintah ngatain rakyat sendiri ndasmu bro kalo pemerintahnya suka ngasih kebijakan jelas rakyat berhak ngamuk protes dong,0
gw percaya alasan makin banyak laki feminim indon air minum hari microdose estrogen rencana pemerintah indon banyak laki feminim militer sekarang susah diusik sipil selama ruu tni nguwawor,0
laah kok gitu padahal demo salah satunya nuntun pemerintah benar jangan sahkan ruu tni ky kemarin udah banyak jelaskan dampaknya salah satunya investor ngeri investasi jk sektor pemerintah terlalu banyak dikuasai militer tetep rakyat salah,0
ruu tni tuh loh batalin bukan malah nyetop demo,0
contoh ruu tni ketua komisi pdip banggar pdip rapat hotel terjadi gejolak salahkan pemerintah kan senyap bergejolak tuduh mudah utk bikin uu,1
ruu tni isinya gitu melenceng yaaa,0
perkuat ruu tni merajalela peremanisme,0
enteng benar kinggzzz erdropp satu cuap kawal ruu tni didemo satu indonesia pemerintah bodo btw komunitas lu bukan siapa bg,0
mana bilang ruu tni gak ngaruh supremasi sipil,0
padahal fd lo tuh baikkkk banget loh ne tiap april mop bahkan becandaan bareng teume buat tuker akun base mf trs kemarin waktu demo ruu tni jadi garda terdepan kaya solidddd banget bzir sayang depannya bakal jadi bahan pergunjingan haters masalah,1
revisi ruu tni langkah strategis memperkuat profesionalisme,1
cuma caper ew gua tolak ruu tni kegiatan benar gua dukung orang penyebar kebencian sih,0
mudah banget bilang dikawal dikawalujung nya lu cm setor muka doang nyari exposuremasalah nasional ruu tni ngawal mpe demo daerah jalan terus lu mo ngawal modal yapping doang,0
ruu tni udah kereta sejauh gak berulah malah bantuin penumpang ng ngrasa terganggu pernah terduga teroris ketangkep kereta jogja sby merinding cuyy nya senpi lolos mskpun kondisi kosong,1
efek ruu tni membuat sebagian pihak terlalu paranoid kehadiran militer segala bidang walaupun pengamanan sekalipun,1
yauda kalian bapa loreng berantem aj sama preman kawinannya mbah mul pa action gas dah gausa ikutan ruu tni maen sipilan,0
norak lu jablay jaman jonan tentara jagain krl ama stasiun ganggu kok malah informatif kalo ditanya ketauan banget hampir gapernah naek krl giliran pas isu ruu tni naek sokan caper sana sini,0
gw jawab pertanyaan loh buat pengalihan isu lihat noh orang udah bahas ruu tni perampasan aset ihsg danantara tarif usa amp rupiah udah rb semua ributin ijazah palsu mana kayak dosanya jokowi cuman amp kalo benar palsupun ngerubah kondisi,0
turut berdukacita berharap semoga kompas menjadi media bukan corong pemerintah kena batunya sekarang teringat jelas pemberitaan kompas missleading memframing buruk aksi demonstrasi tolak ruu tni kemarin,0
percaya pengesahan ruu tni langkah strategis menjawab tantangan global saatnya mahasiswa hadir kritis terlibat ruutnimasadepanbangsa mahasiswauntukketahanannasional aliansimahasiswaindonesia,1
aliansi mahasiswa indonesia sukses menggelar diskusi publik bertajuk ruu tni disahkan apa april wisma kemenag jl jaksa sub tema urgensi pembaharuan ruu tni menjawab tantangan global ruutni uutni mahasiswa indonesia indoviral,1
harusnya nolak ruu tnibenci tni,0
